company_name,location,job_title,experience_required,job_description,skills
TVS Motor Company,Chennai,Cloud Engineer,2-5 years,"TVS Motor Company is seeking a Cloud Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['AWS', 'Azure', 'GCP', 'Terraform', 'Networking', 'Linux', 'Python', 'Data Visualization', 'Problem Solving']"
TVS Motor Company,Kochi,AI/ML Engineer,2-5 years,"TVS Motor Company is seeking a AI/ML Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'TensorFlow', 'PyTorch', 'Machine Learning', 'Deep Learning', 'Data Preprocessing', 'Data Visualization', 'Microservices']"
TVS Motor Company,Kochi,Cybersecurity Analyst,2-5 years,"TVS Motor Company is seeking a Cybersecurity Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Network Security', 'SIEM', 'Ethical Hacking', 'Firewalls', 'Risk Assessment', 'Problem Solving', 'Data Visualization']"
TVS Motor Company,Bengaluru,Business Analyst,2-5 years,"TVS Motor Company is seeking a Business Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Requirement Gathering', 'SQL', 'Excel', 'Stakeholder Management', 'Agile', 'Problem Solving', 'Cloud']"
TVS Motor Company,Bengaluru,QA Engineer,2-5 years,"TVS Motor Company is seeking a QA Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Selenium', 'Manual Testing', 'Automation Testing', 'Test Cases', 'JIRA', 'Microservices', 'Agile']"
Sundaram Clayton Limited,Kochi,Software Engineer,2-5 years,"Sundaram Clayton Limited is seeking a Software Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Java', 'C++', 'SQL', 'Git', 'REST APIs', 'Data Structures', 'OOP', 'Problem Solving', 'APIs']"
Sundaram Clayton Limited,Chennai,Data Analyst,2-5 years,"Sundaram Clayton Limited is seeking a Data Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['SQL', 'Python', 'Excel', 'Power BI', 'Tableau', 'Statistics', 'Data Cleaning', 'Cloud', 'APIs']"
Sundaram Clayton Limited,Bengaluru,Data Scientist,2-5 years,"Sundaram Clayton Limited is seeking a Data Scientist to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Machine Learning', 'Deep Learning', 'Pandas', 'NumPy', 'SQL', 'TensorFlow', 'Communication', 'Cloud']"
Sundaram Clayton Limited,Bengaluru,Full Stack Developer,2-5 years,"Sundaram Clayton Limited is seeking a Full Stack Developer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['JavaScript', 'React', 'Node.js', 'HTML', 'CSS', 'MongoDB', 'REST APIs', 'Problem Solving', 'APIs']"
Sundaram Clayton Limited,Kochi,DevOps Engineer,2-5 years,"Sundaram Clayton Limited is seeking a DevOps Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Docker', 'Kubernetes', 'CI/CD', 'AWS', 'Linux', 'Shell Scripting', 'Git', 'Problem Solving', 'Communication']"
Sundaram Clayton Limited,Hyderabad,Cloud Engineer,2-5 years,"Sundaram Clayton Limited is seeking a Cloud Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['AWS', 'Azure', 'GCP', 'Terraform', 'Networking', 'Linux', 'Python', 'Agile', 'Microservices']"
Sundaram Clayton Limited,Kochi,AI/ML Engineer,2-5 years,"Sundaram Clayton Limited is seeking a AI/ML Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'TensorFlow', 'PyTorch', 'Machine Learning', 'Deep Learning', 'Data Preprocessing', 'Microservices', 'Cloud']"
Sundaram Clayton Limited,Kochi,Cybersecurity Analyst,2-5 years,"Sundaram Clayton Limited is seeking a Cybersecurity Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Network Security', 'SIEM', 'Ethical Hacking', 'Firewalls', 'Risk Assessment', 'Data Visualization', 'Cloud']"
Sundaram Clayton Limited,Chennai,Business Analyst,2-5 years,"Sundaram Clayton Limited is seeking a Business Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Requirement Gathering', 'SQL', 'Excel', 'Stakeholder Management', 'Agile', 'APIs', 'Agile']"
Sundaram Clayton Limited,Hyderabad,QA Engineer,2-5 years,"Sundaram Clayton Limited is seeking a QA Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Selenium', 'Manual Testing', 'Automation Testing', 'Test Cases', 'JIRA', 'APIs', 'Problem Solving']"
Tata Elxsi,Bengaluru,Software Engineer,2-5 years,"Tata Elxsi is seeking a Software Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Java', 'C++', 'SQL', 'Git', 'REST APIs', 'Data Structures', 'OOP', 'Agile', 'Microservices']"
Tata Elxsi,Chennai,Data Analyst,2-5 years,"Tata Elxsi is seeking a Data Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['SQL', 'Python', 'Excel', 'Power BI', 'Tableau', 'Statistics', 'Data Cleaning', 'Data Visualization', 'Communication']"
Tata Elxsi,Bengaluru,Data Scientist,2-5 years,"Tata Elxsi is seeking a Data Scientist to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Machine Learning', 'Deep Learning', 'Pandas', 'NumPy', 'SQL', 'TensorFlow', 'Problem Solving', 'Cloud']"
Tata Elxsi,Kochi,Full Stack Developer,2-5 years,"Tata Elxsi is seeking a Full Stack Developer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['JavaScript', 'React', 'Node.js', 'HTML', 'CSS', 'MongoDB', 'REST APIs', 'Cloud', 'Communication']"
Tata Elxsi,Chennai,DevOps Engineer,2-5 years,"Tata Elxsi is seeking a DevOps Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Docker', 'Kubernetes', 'CI/CD', 'AWS', 'Linux', 'Shell Scripting', 'Git', 'Data Visualization', 'Agile']"
Tata Elxsi,Hyderabad,Cloud Engineer,2-5 years,"Tata Elxsi is seeking a Cloud Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['AWS', 'Azure', 'GCP', 'Terraform', 'Networking', 'Linux', 'Python', 'Cloud', 'APIs']"
Tata Elxsi,Bengaluru,AI/ML Engineer,2-5 years,"Tata Elxsi is seeking a AI/ML Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'TensorFlow', 'PyTorch', 'Machine Learning', 'Deep Learning', 'Data Preprocessing', 'Data Visualization', 'Communication']"
Tata Elxsi,Bengaluru,Cybersecurity Analyst,2-5 years,"Tata Elxsi is seeking a Cybersecurity Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Network Security', 'SIEM', 'Ethical Hacking', 'Firewalls', 'Risk Assessment', 'Microservices', 'Agile']"
Tata Elxsi,Bengaluru,Business Analyst,2-5 years,"Tata Elxsi is seeking a Business Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Requirement Gathering', 'SQL', 'Excel', 'Stakeholder Management', 'Agile', 'Cloud', 'Agile']"
Tata Elxsi,Kochi,QA Engineer,2-5 years,"Tata Elxsi is seeking a QA Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Selenium', 'Manual Testing', 'Automation Testing', 'Test Cases', 'JIRA', 'Data Visualization', 'Communication']"
Ramco Systems,Hyderabad,Software Engineer,2-5 years,"Ramco Systems is seeking a Software Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Java', 'C++', 'SQL', 'Git', 'REST APIs', 'Data Structures', 'OOP', 'Data Visualization', 'Communication']"
Ramco Systems,Chennai,Data Analyst,2-5 years,"Ramco Systems is seeking a Data Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['SQL', 'Python', 'Excel', 'Power BI', 'Tableau', 'Statistics', 'Data Cleaning', 'Problem Solving', 'Microservices']"
Ramco Systems,Hyderabad,Data Scientist,2-5 years,"Ramco Systems is seeking a Data Scientist to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Machine Learning', 'Deep Learning', 'Pandas', 'NumPy', 'SQL', 'TensorFlow', 'Problem Solving', 'Microservices']"
Ramco Systems,Hyderabad,Full Stack Developer,2-5 years,"Ramco Systems is seeking a Full Stack Developer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['JavaScript', 'React', 'Node.js', 'HTML', 'CSS', 'MongoDB', 'REST APIs', 'Agile', 'Cloud']"
Ramco Systems,Hyderabad,DevOps Engineer,2-5 years,"Ramco Systems is seeking a DevOps Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Docker', 'Kubernetes', 'CI/CD', 'AWS', 'Linux', 'Shell Scripting', 'Git', 'Microservices', 'Problem Solving']"
Ramco Systems,Bengaluru,Cloud Engineer,2-5 years,"Ramco Systems is seeking a Cloud Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['AWS', 'Azure', 'GCP', 'Terraform', 'Networking', 'Linux', 'Python', 'Data Visualization', 'Communication']"
Ramco Systems,Kochi,AI/ML Engineer,2-5 years,"Ramco Systems is seeking a AI/ML Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'TensorFlow', 'PyTorch', 'Machine Learning', 'Deep Learning', 'Data Preprocessing', 'Communication', 'Problem Solving']"
Ramco Systems,Hyderabad,Cybersecurity Analyst,2-5 years,"Ramco Systems is seeking a Cybersecurity Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Network Security', 'SIEM', 'Ethical Hacking', 'Firewalls', 'Risk Assessment', 'Problem Solving', 'Data Visualization']"
Ramco Systems,Bengaluru,Business Analyst,2-5 years,"Ramco Systems is seeking a Business Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Requirement Gathering', 'SQL', 'Excel', 'Stakeholder Management', 'Agile', 'APIs', 'Data Visualization']"
Ramco Systems,Chennai,QA Engineer,2-5 years,"Ramco Systems is seeking a QA Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Selenium', 'Manual Testing', 'Automation Testing', 'Test Cases', 'JIRA', 'Communication', 'Agile']"
Bahwan CyberTek,Chennai,Software Engineer,2-5 years,"Bahwan CyberTek is seeking a Software Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Java', 'C++', 'SQL', 'Git', 'REST APIs', 'Data Structures', 'OOP', 'Microservices', 'Data Visualization']"
Bahwan CyberTek,Chennai,Data Analyst,2-5 years,"Bahwan CyberTek is seeking a Data Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['SQL', 'Python', 'Excel', 'Power BI', 'Tableau', 'Statistics', 'Data Cleaning', 'Data Visualization', 'Problem Solving']"
Bahwan CyberTek,Bengaluru,Data Scientist,2-5 years,"Bahwan CyberTek is seeking a Data Scientist to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Machine Learning', 'Deep Learning', 'Pandas', 'NumPy', 'SQL', 'TensorFlow', 'Cloud', 'APIs']"
Bahwan CyberTek,Bengaluru,Full Stack Developer,2-5 years,"Bahwan CyberTek is seeking a Full Stack Developer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['JavaScript', 'React', 'Node.js', 'HTML', 'CSS', 'MongoDB', 'REST APIs', 'Problem Solving', 'Communication']"
Bahwan CyberTek,Bengaluru,DevOps Engineer,2-5 years,"Bahwan CyberTek is seeking a DevOps Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Docker', 'Kubernetes', 'CI/CD', 'AWS', 'Linux', 'Shell Scripting', 'Git', 'APIs', 'Microservices']"
Bahwan CyberTek,Kochi,Cloud Engineer,2-5 years,"Bahwan CyberTek is seeking a Cloud Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['AWS', 'Azure', 'GCP', 'Terraform', 'Networking', 'Linux', 'Python', 'Communication', 'APIs']"
Bahwan CyberTek,Chennai,AI/ML Engineer,2-5 years,"Bahwan CyberTek is seeking a AI/ML Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'TensorFlow', 'PyTorch', 'Machine Learning', 'Deep Learning', 'Data Preprocessing', 'Data Visualization', 'Microservices']"
Bahwan CyberTek,Bengaluru,Cybersecurity Analyst,2-5 years,"Bahwan CyberTek is seeking a Cybersecurity Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Network Security', 'SIEM', 'Ethical Hacking', 'Firewalls', 'Risk Assessment', 'Agile', 'Microservices']"
Bahwan CyberTek,Chennai,Business Analyst,2-5 years,"Bahwan CyberTek is seeking a Business Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Requirement Gathering', 'SQL', 'Excel', 'Stakeholder Management', 'Agile', 'Agile', 'Problem Solving']"
Bahwan CyberTek,Bengaluru,QA Engineer,2-5 years,"Bahwan CyberTek is seeking a QA Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Selenium', 'Manual Testing', 'Automation Testing', 'Test Cases', 'JIRA', 'Microservices', 'Cloud']"
